Scenario - EJ_RSBC_5go1st_cond(50)tra(75%)												
Logfile written - 04/15/2021 18:46:22												
												
Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
210415_RL#219_15g	831	Response	1	9818702	8313	4						
210415_RL#219_15g	831	Port Input	1	9820026	9637	3						
210415_RL#219_15g	831	Response	1	9820026	9637	3						
210415_RL#219_15g	831	Port Input	1	9820029	9640	3						
210415_RL#219_15g	831	Response	1	9820029	9640	3						
210415_RL#219_15g	831	Port Input	1	9821467	11079	3						
210415_RL#219_15g	831	Response	1	9821467	11079	3						
210415_RL#219_15g	831	Port Input	1	9821470	11082	4						
210415_RL#219_15g	831	Response	1	9821470	11082	4						
210415_RL#219_15g	831	Port Input	1	9822857	12469	3						
210415_RL#219_15g	831	Response	1	9822857	12469	3						
210415_RL#219_15g	831	Port Input	1	9824180	13792	4						
210415_RL#219_15g	831	Response	1	9824180	13792	4						
210415_RL#219_15g	831	Port Input	1	9825637	15249	3						
210415_RL#219_15g	831	Response	1	9825637	15249	3						
210415_RL#219_15g	831	Port Input	1	9827065	16676	3						
210415_RL#219_15g	831	Response	1	9827065	16676	3						
210415_RL#219_15g	831	Port Input	1	9828481	18093	4						
210415_RL#219_15g	831	Response	1	9828481	18093	4						
210415_RL#219_15g	831	Port Input	1	9828486	18098	3						
210415_RL#219_15g	831	Response	1	9828486	18098	3						
210415_RL#219_15g	831	Port Input	1	9829989	19600	3						
210415_RL#219_15g	831	Response	1	9829989	19600	3						
210415_RL#219_15g	831	Port Input	1	9829993	19605	3						
210415_RL#219_15g	831	Response	1	9829993	19605	3						
210415_RL#219_15g	832	Picture	777	9830515	0	2	20125	4	0	next	other	0
210415_RL#219_15g	832	Manual	1	9850526	20011	NA						
210415_RL#219_15g	833	Sound	211	9850644	4	2			0		other	0
210415_RL#219_15g	834	Picture	555	9855705	0	2	10130	4	0	next	false_alarm	4377
210415_RL#219_15g	834	Port Input	1	9863329	7623	3						
210415_RL#219_15g	834	Response	1	9863329	7623	3						
210415_RL#219_15g	834	Port Input	1	9864789	9083	3						
210415_RL#219_15g	834	Response	1	9864789	9083	3						
210415_RL#219_15g	834	Port Input	1	9864793	9088	3						
210415_RL#219_15g	834	Response	1	9864793	9088	3						
210415_RL#219_15g	835	Picture	10	9865835	0	2	399	4	0	next	hit	4384
210415_RL#219_15g	835	Port Input	1	9866132	297	4						
210415_RL#219_15g	835	Response	1	9866132	297	4						
210415_RL#219_15g	835	Port Input	1	9866136	301	4						
210415_RL#219_15g	835	Response	1	9866136	301	4						
210415_RL#219_15g	836	Picture	351	9866234	0	3	267	5	0	next	other	0
210415_RL#219_15g	837	Picture	1	9866500	0	3	20126	5	0	next	false_alarm	4390
210415_RL#219_15g	837	Port Input	1	9867633	1133	3						
210415_RL#219_15g	837	Response	1	9867633	1133	3						
210415_RL#219_15g	837	Port Input	1	9868707	2207	3						
210415_RL#219_15g	837	Response	1	9868707	2207	3						
210415_RL#219_15g	837	Port Input	1	9869906	3406	3						
210415_RL#219_15g	837	Response	1	9869906	3406	3						
210415_RL#219_15g	837	Port Input	1	9869910	3410	4						
210415_RL#219_15g	837	Response	1	9869910	3410	4						
210415_RL#219_15g	837	Port Input	1	9871221	4721	5						
210415_RL#219_15g	837	Response	1	9871221	4721	5						
210415_RL#219_15g	837	Port Input	1	9872631	6131	4						
210415_RL#219_15g	837	Response	1	9872631	6131	4						
210415_RL#219_15g	837	Port Input	1	9872636	6136	3						
210415_RL#219_15g	837	Response	1	9872636	6136	3						
210415_RL#219_15g	838	Picture	3511	9886626	0	2	401	4	0	next	other	0
210415_RL#219_15g	839	Picture	666	9887027	0	2	20124	5	0	next	other	0
210415_RL#219_15g	840	Picture	777	9907151	0	3	20126	5	0	next	other	0
210415_RL#219_15g	840	Manual	2	9927162	20010	NA						
210415_RL#219_15g	841	Sound	212	9927281	4	2			0		other	0
210415_RL#219_15g	842	Picture	555	9932341	0	3	10130	5	0	next	other	0
210415_RL#219_15g	843	Picture	10	9942471	0	3	20127	4	0	next	miss	0
210415_RL#219_15g	844	Picture	411	9962598	0	2	532	4	0	next	other	0
210415_RL#219_15g	845	Picture	666	9963131	0	3	20127	4	0	next	other	0
210415_RL#219_15g	846	Picture	777	9983257	0	2	20124	5	0	next	other	0
210415_RL#219_15g	846	Manual	1	10003267	20010	NA						
210415_RL#219_15g	847	Sound	212	10003386	5	2			0		other	0
210415_RL#219_15g	848	Picture	555	10008446	0	2	10131	4	0	next	other	0
210415_RL#219_15g	849	Picture	10	10018577	0	2	20124	4	0	next	miss	0
210415_RL#219_15g	850	Picture	411	10038701	0	3	667	5	0	next	other	0
210415_RL#219_15g	851	Picture	666	10039368	0	2	20126	4	0	next	other	0
210415_RL#219_15g	852	Picture	777	10059493	0	2	20127	4	0	next	other	0
210415_RL#219_15g	852	Manual	2	10079508	20014	NA						
210415_RL#219_15g	853	Sound	211	10079625	5	2			0		other	0
210415_RL#219_15g	854	Picture	555	10084685	0	2	10129	3	0	next	false_alarm	4424
210415_RL#219_15g	854	Port Input	1	10092098	7413	3						
210415_RL#219_15g	854	Response	1	10092098	7413	3						
210415_RL#219_15g	854	Port Input	1	10093354	8669	4						
210415_RL#219_15g	854	Response	1	10093354	8669	4						
210415_RL#219_15g	855	Picture	10	10094814	0	2	132	4	0	next	hit	4429
210415_RL#219_15g	855	Port Input	1	10094846	32	4						
210415_RL#219_15g	855	Response	1	10094846	32	4						
210415_RL#219_15g	855	Port Input	1	10094849	36	5						
210415_RL#219_15g	855	Response	1	10094849	36	5						
210415_RL#219_15g	856	Picture	351	10094946	0	3	268	4	0	next	other	0
210415_RL#219_15g	857	Picture	1	10095214	0	2	20125	3	0	next	false_alarm	4435
210415_RL#219_15g	857	Port Input	1	10096446	1231	3						
210415_RL#219_15g	857	Response	1	10096446	1231	3						
210415_RL#219_15g	857	Port Input	1	10097444	2230	3						
210415_RL#219_15g	857	Response	1	10097444	2230	3						
210415_RL#219_15g	857	Port Input	1	10097447	2232	3						
210415_RL#219_15g	857	Response	1	10097447	2232	3						
210415_RL#219_15g	857	Port Input	1	10098558	3343	3						
210415_RL#219_15g	857	Response	1	10098558	3343	3						
210415_RL#219_15g	857	Port Input	1	10099719	4505	3						
210415_RL#219_15g	857	Response	1	10099719	4505	3						
210415_RL#219_15g	857	Port Input	1	10100995	5780	3						
210415_RL#219_15g	857	Response	1	10100995	5780	3						
210415_RL#219_15g	857	Port Input	1	10102331	7117	5						
210415_RL#219_15g	857	Response	1	10102331	7117	5						
210415_RL#219_15g	857	Port Input	1	10103541	8326	3						
210415_RL#219_15g	857	Response	1	10103541	8326	3						
210415_RL#219_15g	857	Port Input	1	10103544	8330	4						
210415_RL#219_15g	857	Response	1	10103544	8330	4						
210415_RL#219_15g	857	Port Input	1	10103809	8595	3						
210415_RL#219_15g	857	Response	1	10103809	8595	3						
210415_RL#219_15g	857	Port Input	1	10103812	8598	3						
210415_RL#219_15g	857	Response	1	10103812	8598	3						
210415_RL#219_15g	857	Port Input	1	10104930	9716	4						
210415_RL#219_15g	857	Response	1	10104930	9716	4						
210415_RL#219_15g	857	Port Input	1	10106184	10969	4						
210415_RL#219_15g	857	Response	1	10106184	10969	4						
210415_RL#219_15g	857	Port Input	1	10106187	10973	3						
210415_RL#219_15g	857	Response	1	10106187	10973	3						
210415_RL#219_15g	857	Port Input	1	10107624	12410	3						
210415_RL#219_15g	857	Response	1	10107624	12410	3						
210415_RL#219_15g	857	Port Input	1	10107629	12414	3						
210415_RL#219_15g	857	Response	1	10107629	12414	3						
210415_RL#219_15g	857	Port Input	1	10109011	13797	4						
210415_RL#219_15g	857	Response	1	10109011	13797	4						
210415_RL#219_15g	858	Picture	3511	10115339	0	2	400	3	0	next	other	0
210415_RL#219_15g	859	Picture	666	10115739	0	2	20125	3	0	next	other	0
210415_RL#219_15g	860	Picture	777	10135865	0	2	20126	5	0	next	other	0
210415_RL#219_15g	860	Manual	1	10155875	20010	NA						
210415_RL#219_15g	861	Sound	212	10155996	5	2			0		other	0
210415_RL#219_15g	862	Picture	555	10161053	0	4	10132	6	0	next	other	0
210415_RL#219_15g	863	Picture	10	10171185	0	2	20125	4	0	next	miss	0
210415_RL#219_15g	864	Picture	411	10191310	0	3	533	4	0	next	other	0
210415_RL#219_15g	865	Picture	666	10191843	0	2	20126	3	0	next	other	0
210415_RL#219_15g	866	Picture	777	10211969	0	2	20126	4	0	next	other	0
210415_RL#219_15g	866	Manual	1	10231984	20014	NA						
210415_RL#219_15g	867	Sound	212	10232099	4	2			0		other	0
210415_RL#219_15g	868	Picture	555	10237160	0	3	10130	4	0	next	other	0
210415_RL#219_15g	869	Picture	10	10247290	0	2	20126	4	0	next	miss	0
210415_RL#219_15g	870	Picture	411	10267415	0	2	399	3	0	next	other	0
210415_RL#219_15g	871	Picture	666	10267814	0	2	20125	4	0	next	other	0
210415_RL#219_15g	872	Picture	777	10287940	0	2	20126	4	0	next	other	0
210415_RL#219_15g	872	Manual	1	10307950	20011	NA						
210415_RL#219_15g	873	Sound	211	10308069	4	2			0		other	0
210415_RL#219_15g	874	Picture	555	10313131	0	2	10129	4	0	next	other	0
210415_RL#219_15g	875	Picture	10	10323260	0	2	399	4	0	next	hit	4490
210415_RL#219_15g	875	Port Input	1	10323549	289	3						
210415_RL#219_15g	875	Response	1	10323549	289	3						
210415_RL#219_15g	876	Picture	351	10323659	0	3	266	5	0	next	other	0
210415_RL#219_15g	877	Picture	1	10323926	0	3	20127	4	0	next	false_alarm	4494
210415_RL#219_15g	877	Port Input	1	10325369	1443	3						
210415_RL#219_15g	877	Response	1	10325369	1443	3						
210415_RL#219_15g	877	Port Input	1	10326349	2423	3						
210415_RL#219_15g	877	Response	1	10326349	2423	3						
210415_RL#219_15g	877	Port Input	1	10327422	3496	4						
210415_RL#219_15g	877	Response	1	10327422	3496	4						
210415_RL#219_15g	877	Port Input	1	10328609	4683	3						
210415_RL#219_15g	877	Response	1	10328609	4683	3						
210415_RL#219_15g	877	Port Input	1	10328611	4686	4						
210415_RL#219_15g	877	Response	1	10328611	4686	4						
210415_RL#219_15g	877	Port Input	1	10329870	5944	4						
210415_RL#219_15g	877	Response	1	10329870	5944	4						
210415_RL#219_15g	877	Port Input	1	10331195	7270	3						
210415_RL#219_15g	877	Response	1	10331195	7270	3						
210415_RL#219_15g	877	Port Input	1	10331199	7274	3						
210415_RL#219_15g	877	Response	1	10331199	7274	3						
210415_RL#219_15g	877	Port Input	1	10332599	8673	3						
210415_RL#219_15g	877	Response	1	10332599	8673	3						
210415_RL#219_15g	877	Port Input	1	10334016	10090	3						
210415_RL#219_15g	877	Response	1	10334016	10090	3						
210415_RL#219_15g	877	Port Input	1	10335460	11534	4						
210415_RL#219_15g	877	Response	1	10335460	11534	4						
210415_RL#219_15g	877	Port Input	1	10335463	11538	3						
210415_RL#219_15g	877	Response	1	10335463	11538	3						
210415_RL#219_15g	877	Port Input	1	10336866	12941	3						
210415_RL#219_15g	877	Response	1	10336866	12941	3						
210415_RL#219_15g	877	Port Input	1	10338351	14426	4						
210415_RL#219_15g	877	Response	1	10338351	14426	4						
210415_RL#219_15g	877	Port Input	1	10338355	14429	3						
210415_RL#219_15g	877	Response	1	10338355	14429	3						
210415_RL#219_15g	877	Port Input	1	10339863	15938	3						
210415_RL#219_15g	877	Response	1	10339863	15938	3						
210415_RL#219_15g	878	Picture	3511	10344052	0	2	267	4	0	next	other	0
210415_RL#219_15g	879	Picture	666	10344319	0	3	20125	5	0	next	other	0
210415_RL#219_15g	880	Picture	777	10364444	0	2	20126	4	0	next	other	0
210415_RL#219_15g	880	Manual	1	10384457	20013	NA						
210415_RL#219_15g	881	Sound	212	10384575	4	2			0		other	0
210415_RL#219_15g	882	Picture	555	10389635	0	2	10129	4	0	next	other	0
210415_RL#219_15g	883	Picture	10	10399764	0	2	20125	4	0	next	miss	0
210415_RL#219_15g	884	Picture	411	10419889	0	2	533	4	0	next	other	0
210415_RL#219_15g	885	Picture	666	10420423	0	2	20126	4	0	next	other	0
210415_RL#219_15g	886	Picture	777	10440548	0	2	20127	4	0	next	other	0
210415_RL#219_15g	886	Manual	1	10460559	20011	NA						
210415_RL#219_15g	887	Sound	211	10460679	4	2			0		other	0
210415_RL#219_15g	888	Picture	555	10465739	0	2	10130	4	0	next	false_alarm	4539
210415_RL#219_15g	888	Port Input	1	10471559	5820	5						
210415_RL#219_15g	888	Response	1	10471559	5820	5						
210415_RL#219_15g	888	Port Input	1	10473380	7641	4						
210415_RL#219_15g	888	Response	1	10473380	7641	4						
210415_RL#219_15g	888	Port Input	1	10474964	9225	4						
210415_RL#219_15g	888	Response	1	10474964	9225	4						
210415_RL#219_15g	889	Picture	10	10475869	0	2	666	4	0	next	hit	4546
210415_RL#219_15g	889	Port Input	1	10476470	601	4						
210415_RL#219_15g	889	Response	1	10476470	601	4						
210415_RL#219_15g	890	Picture	351	10476535	0	2	267	5	0	next	other	0
210415_RL#219_15g	891	Picture	1	10476802	0	3	20125	5	0	next	false_alarm	4550
210415_RL#219_15g	891	Port Input	1	10477949	1147	3						
210415_RL#219_15g	891	Response	1	10477949	1147	3						
210415_RL#219_15g	891	Port Input	1	10477951	1149	4						
210415_RL#219_15g	891	Response	1	10477951	1149	4						
210415_RL#219_15g	891	Port Input	1	10479043	2241	3						
210415_RL#219_15g	891	Response	1	10479043	2241	3						
210415_RL#219_15g	891	Port Input	1	10479046	2244	3						
210415_RL#219_15g	891	Response	1	10479046	2244	3						
210415_RL#219_15g	891	Port Input	1	10479049	2247	3						
210415_RL#219_15g	891	Response	1	10479049	2247	3						
210415_RL#219_15g	891	Port Input	1	10480204	3402	3						
210415_RL#219_15g	891	Response	1	10480204	3402	3						
210415_RL#219_15g	891	Port Input	1	10480208	3406	3						
210415_RL#219_15g	891	Response	1	10480208	3406	3						
210415_RL#219_15g	891	Port Input	1	10481379	4577	3						
210415_RL#219_15g	891	Response	1	10481379	4577	3						
210415_RL#219_15g	891	Port Input	1	10482725	5923	4						
210415_RL#219_15g	891	Response	1	10482725	5923	4						
210415_RL#219_15g	891	Port Input	1	10482729	5927	4						
210415_RL#219_15g	891	Response	1	10482729	5927	4						
210415_RL#219_15g	891	Port Input	1	10484138	7336	3						
210415_RL#219_15g	891	Response	1	10484138	7336	3						
210415_RL#219_15g	891	Port Input	1	10485557	8755	3						
210415_RL#219_15g	891	Response	1	10485557	8755	3						
210415_RL#219_15g	891	Port Input	1	10487004	10202	4						
210415_RL#219_15g	891	Response	1	10487004	10202	4						
210415_RL#219_15g	891	Port Input	1	10488430	11628	3						
210415_RL#219_15g	891	Response	1	10488430	11628	3						
210415_RL#219_15g	891	Port Input	1	10490171	13369	5						
210415_RL#219_15g	891	Response	1	10490171	13369	5						
210415_RL#219_15g	891	Port Input	1	10490176	13374	4						
210415_RL#219_15g	891	Response	1	10490176	13374	4						
210415_RL#219_15g	891	Port Input	1	10492115	15313	3						
210415_RL#219_15g	891	Response	1	10492115	15313	3						
210415_RL#219_15g	892	Picture	3511	10496927	0	2	399	4	0	next	other	0
210415_RL#219_15g	893	Picture	666	10497326	0	3	20126	4	0	next	false_alarm	4586
210415_RL#219_15g	893	Port Input	1	10498991	1665	3						
210415_RL#219_15g	893	Response	1	10498991	1665	3						
210415_RL#219_15g	894	Picture	777	10517452	0	2	20125	4	0	next	other	0
210415_RL#219_15g	894	Manual	1	10537463	20011	NA						
210415_RL#219_15g	895	Sound	211	10537582	4	2			0		other	0
210415_RL#219_15g	896	Picture	555	10542642	0	2	10131	4	0	next	other	0
210415_RL#219_15g	897	Picture	10	10552773	0	2	2665	4	0	next	hit	4593
210415_RL#219_15g	897	Port Input	1	10555304	2531	3						
210415_RL#219_15g	897	Response	1	10555304	2531	3						
210415_RL#219_15g	898	Picture	351	10555438	0	2	267	4	0	next	other	0
210415_RL#219_15g	899	Picture	1	10555705	0	2	20125	4	0	next	false_alarm	4597
210415_RL#219_15g	899	Port Input	1	10556908	1203	3						
210415_RL#219_15g	899	Response	1	10556908	1203	3						
210415_RL#219_15g	899	Port Input	1	10557951	2246	3						
210415_RL#219_15g	899	Response	1	10557951	2246	3						
210415_RL#219_15g	899	Port Input	1	10559038	3333	3						
210415_RL#219_15g	899	Response	1	10559038	3333	3						
210415_RL#219_15g	899	Port Input	1	10560254	4549	4						
210415_RL#219_15g	899	Response	1	10560254	4549	4						
210415_RL#219_15g	899	Port Input	1	10560257	4552	4						
210415_RL#219_15g	899	Response	1	10560257	4552	4						
210415_RL#219_15g	899	Port Input	1	10561532	5827	3						
210415_RL#219_15g	899	Response	1	10561532	5827	3						
210415_RL#219_15g	899	Port Input	1	10561535	5830	3						
210415_RL#219_15g	899	Response	1	10561535	5830	3						
210415_RL#219_15g	899	Port Input	1	10562841	7136	4						
210415_RL#219_15g	899	Response	1	10562841	7136	4						
210415_RL#219_15g	899	Port Input	1	10562844	7140	4						
210415_RL#219_15g	899	Response	1	10562844	7140	4						
210415_RL#219_15g	899	Port Input	1	10564271	8566	4						
210415_RL#219_15g	899	Response	1	10564271	8566	4						
210415_RL#219_15g	899	Port Input	1	10565590	9885	3						
210415_RL#219_15g	899	Response	1	10565590	9885	3						
210415_RL#219_15g	899	Port Input	1	10567030	11325	3						
210415_RL#219_15g	899	Response	1	10567030	11325	3						
210415_RL#219_15g	900	Picture	3511	10575830	0	2	400	4	0	next	other	0
210415_RL#219_15g	901	Picture	666	10576229	0	2	20126	4	0	next	other	0
210415_RL#219_15g	902	Picture	777	10596355	0	2	20127	4	0	next	other	0
210415_RL#219_15g	902	Manual	1	10616366	20010	NA						
210415_RL#219_15g	903	Sound	212	10616487	5	2			0		other	0
210415_RL#219_15g	904	Picture	555	10621545	0	3	10131	5	0	next	other	0
210415_RL#219_15g	905	Picture	10	10631676	0	3	20125	5	0	next	miss	0
210415_RL#219_15g	906	Picture	411	10651801	0	2	400	4	0	next	other	0
210415_RL#219_15g	907	Picture	666	10652201	0	2	20125	4	0	next	other	0
210415_RL#219_15g	908	Picture	777	10672326	0	2	20126	4	0	next	other	0
210415_RL#219_15g	908	Manual	2	10692340	20014	NA						
210415_RL#219_15g	909	Sound	212	10692456	4	2			0		other	0
210415_RL#219_15g	910	Picture	555	10697517	0	2	10129	4	0	next	other	0
210415_RL#219_15g	911	Picture	10	10707646	0	2	20126	4	0	next	miss	0
210415_RL#219_15g	912	Picture	411	10727772	0	3	533	4	0	next	other	0
210415_RL#219_15g	913	Picture	666	10728305	0	2	20125	3	0	next	other	0
210415_RL#219_15g	914	Picture	777	10748431	0	2	20126	3	0	next	other	0
210415_RL#219_15g	914	Manual	1	10768442	20011	NA						
210415_RL#219_15g	915	Sound	211	10768560	3	1			0		other	0
210415_RL#219_15g	916	Picture	555	10773621	0	2	10130	4	0	next	false_alarm	4641
210415_RL#219_15g	916	Port Input	1	10782953	9332	3						
210415_RL#219_15g	916	Response	1	10782953	9332	3						
210415_RL#219_15g	916	Port Input	1	10782957	9336	3						
210415_RL#219_15g	916	Response	1	10782957	9336	3						
210415_RL#219_15g	917	Picture	10	10783751	0	3	533	5	0	next	hit	4646
210415_RL#219_15g	917	Port Input	1	10784261	510	4						
210415_RL#219_15g	917	Response	1	10784261	510	4						
210415_RL#219_15g	918	Picture	351	10784284	0	2	267	4	0	next	other	0
210415_RL#219_15g	919	Picture	1	10784551	0	2	20126	4	0	next	false_alarm	4650
210415_RL#219_15g	919	Port Input	1	10785625	1074	3						
210415_RL#219_15g	919	Response	1	10785625	1074	3						
210415_RL#219_15g	919	Port Input	1	10785629	1078	3						
210415_RL#219_15g	919	Response	1	10785629	1078	3						
210415_RL#219_15g	919	Port Input	1	10786621	2070	3						
210415_RL#219_15g	919	Response	1	10786621	2070	3						
210415_RL#219_15g	919	Port Input	1	10786624	2074	3						
210415_RL#219_15g	919	Response	1	10786624	2074	3						
210415_RL#219_15g	919	Port Input	1	10787865	3314	3						
210415_RL#219_15g	919	Response	1	10787865	3314	3						
210415_RL#219_15g	919	Port Input	1	10789096	4545	3						
210415_RL#219_15g	919	Response	1	10789096	4545	3						
210415_RL#219_15g	919	Port Input	1	10790475	5924	3						
210415_RL#219_15g	919	Response	1	10790475	5924	3						
210415_RL#219_15g	919	Port Input	1	10791894	7344	3						
210415_RL#219_15g	919	Response	1	10791894	7344	3						
210415_RL#219_15g	919	Port Input	1	10793438	8887	4						
210415_RL#219_15g	919	Response	1	10793438	8887	4						
210415_RL#219_15g	919	Port Input	1	10795136	10585	3						
210415_RL#219_15g	919	Response	1	10795136	10585	3						
210415_RL#219_15g	919	Port Input	1	10797074	12523	4						
210415_RL#219_15g	919	Response	1	10797074	12523	4						
210415_RL#219_15g	920	Picture	3511	10804677	0	3	400	4	0	next	other	0
210415_RL#219_15g	921	Picture	666	10805077	0	2	20125	4	0	next	other	0
210415_RL#219_15g	922	Picture	777	10825202	0	3	20125	4	0	next	other	0
210415_RL#219_15g	922	Manual	2	10845213	20011	NA						
210415_RL#219_15g	923	Sound	212	10845331	4	2			0		other	0
210415_RL#219_15g	924	Picture	555	10850391	0	3	10130	5	0	next	other	0
210415_RL#219_15g	925	Picture	10	10860521	0	3	20126	5	0	next	miss	0
210415_RL#219_15g	926	Picture	411	10880647	0	3	534	5	0	next	other	0
210415_RL#219_15g	927	Picture	666	10881181	0	3	20125	4	0	next	other	0
210415_RL#219_15g	928	Picture	777	10901306	0	2	20125	4	0	next	other	0
210415_RL#219_15g	928	Manual	1	10921319	20013	NA						
210415_RL#219_15g	929	Sound	211	10921436	5	2			0		other	0
210415_RL#219_15g	930	Picture	555	10926496	0	2	10130	4	0	next	false_alarm	4685
210415_RL#219_15g	930	Port Input	1	10936348	9852	3						
210415_RL#219_15g	930	Response	1	10936348	9852	3						
210415_RL#219_15g	930	Port Input	1	10936353	9857	3						
210415_RL#219_15g	930	Response	1	10936353	9857	3						
210415_RL#219_15g	931	Picture	10	10936626	0	2	1066	4	0	next	hit	4690
210415_RL#219_15g	931	Port Input	1	10937621	995	4						
210415_RL#219_15g	931	Response	1	10937621	995	4						
210415_RL#219_15g	932	Picture	351	10937692	0	2	267	4	0	next	other	0
210415_RL#219_15g	933	Picture	1	10937959	0	3	20124	5	0	next	false_alarm	4694
210415_RL#219_15g	933	Port Input	1	10939081	1122	4						
210415_RL#219_15g	933	Response	1	10939081	1122	4						
210415_RL#219_15g	933	Port Input	1	10939086	1127	3						
210415_RL#219_15g	933	Response	1	10939086	1127	3						
210415_RL#219_15g	933	Port Input	1	10940144	2185	3						
210415_RL#219_15g	933	Response	1	10940144	2185	3						
210415_RL#219_15g	933	Port Input	1	10941348	3390	4						
210415_RL#219_15g	933	Response	1	10941348	3390	4						
210415_RL#219_15g	933	Port Input	1	10941352	3393	4						
210415_RL#219_15g	933	Response	1	10941352	3393	4						
210415_RL#219_15g	933	Port Input	1	10942529	4570	3						
210415_RL#219_15g	933	Response	1	10942529	4570	3						
210415_RL#219_15g	933	Port Input	1	10943857	5898	4						
210415_RL#219_15g	933	Response	1	10943857	5898	4						
210415_RL#219_15g	933	Port Input	1	10945272	7313	4						
210415_RL#219_15g	933	Response	1	10945272	7313	4						
210415_RL#219_15g	933	Port Input	1	10946848	8889	3						
210415_RL#219_15g	933	Response	1	10946848	8889	3						
210415_RL#219_15g	934	Picture	3511	10958083	0	3	401	4	0	next	other	0
210415_RL#219_15g	935	Picture	666	10958484	0	2	20125	4	0	next	other	0
210415_RL#219_15g	936	Picture	777	10978610	0	3	20127	5	0	next	other	0
210415_RL#219_15g	936	Manual	1	10998623	20014	NA						
210415_RL#219_15g	937	Sound	212	10998740	4	2			0		other	0
210415_RL#219_15g	938	Picture	555	11003800	0	2	10130	4	0	next	other	0
210415_RL#219_15g	939	Picture	10	11013930	0	2	20126	4	0	next	miss	0
210415_RL#219_15g	940	Picture	411	11034056	0	2	533	3	0	next	other	0
210415_RL#219_15g	941	Picture	666	11034589	0	2	20125	3	0	next	other	0
210415_RL#219_15g	942	Picture	777	11054714	0	2	20126	4	0	next	other	0
210415_RL#219_15g	942	Manual	1	11074724	20011	NA						
210415_RL#219_15g	943	Sound	212	11074843	4	2			0		other	0
210415_RL#219_15g	944	Picture	555	11079905	0	2	10129	4	0	next	other	0
210415_RL#219_15g	945	Picture	10	11090033	0	2	20127	5	0	next	miss	0
210415_RL#219_15g	946	Picture	411	11110160	0	3	533	5	0	next	other	0
210415_RL#219_15g	947	Picture	666	11110693	0	2	20125	4	0	next	other	0
210415_RL#219_15g	948	Picture	777	11130818	0	2	20126	4	0	next	other	0
210415_RL#219_15g	948	Manual	2	11150830	20012	NA						
210415_RL#219_15g	949	Sound	211	11150949	4	2			0		other	0
210415_RL#219_15g	950	Picture	555	11156009	0	2	10130	4	0	next	false_alarm	4732
210415_RL#219_15g	950	Port Input	1	11164353	8344	3						
210415_RL#219_15g	950	Response	1	11164353	8344	3						
210415_RL#219_15g	950	Port Input	1	11165660	9652	4						
210415_RL#219_15g	950	Response	1	11165660	9652	4						
210415_RL#219_15g	951	Picture	10	11166138	0	3	934	4	0	next	hit	4737
210415_RL#219_15g	951	Port Input	1	11166953	815	3						
210415_RL#219_15g	951	Response	1	11166953	815	3						
210415_RL#219_15g	952	Picture	351	11167072	0	2	266	4	0	next	other	0
210415_RL#219_15g	953	Picture	1	11167338	0	2	20126	4	0	next	false_alarm	4741
210415_RL#219_15g	953	Port Input	1	11168491	1153	4						
210415_RL#219_15g	953	Response	1	11168491	1153	4						
210415_RL#219_15g	953	Port Input	1	11169603	2265	3						
210415_RL#219_15g	953	Response	1	11169603	2265	3						
210415_RL#219_15g	953	Port Input	1	11170743	3405	3						
210415_RL#219_15g	953	Response	1	11170743	3405	3						
210415_RL#219_15g	953	Port Input	1	11171967	4629	3						
210415_RL#219_15g	953	Response	1	11171967	4629	3						
210415_RL#219_15g	953	Port Input	1	11171971	4633	4						
210415_RL#219_15g	953	Response	1	11171971	4633	4						
210415_RL#219_15g	953	Port Input	1	11173373	6035	3						
210415_RL#219_15g	953	Response	1	11173373	6035	3						
210415_RL#219_15g	953	Port Input	1	11174680	7342	3						
210415_RL#219_15g	953	Response	1	11174680	7342	3						
210415_RL#219_15g	953	Port Input	1	11174683	7345	3						
210415_RL#219_15g	953	Response	1	11174683	7345	3						
210415_RL#219_15g	954	Picture	3511	11187464	0	2	400	3	0	next	other	0
210415_RL#219_15g	955	Picture	666	11187863	0	2	20126	3	0	next	other	0
210415_RL#219_15g	956	Picture	777	11207989	0	2	20126	4	0	next	other	0
210415_RL#219_15g	956	Manual	2	11228000	20011	NA						
210415_RL#219_15g	957	Sound	211	11228120	5	2			0		other	0
210415_RL#219_15g	958	Picture	555	11233179	0	2	10130	4	0	next	other	0
210415_RL#219_15g	959	Picture	10	11243309	0	2	1199	4	0	next	hit	4764
210415_RL#219_15g	959	Port Input	1	11244439	1130	5						
210415_RL#219_15g	959	Response	1	11244439	1130	5						
210415_RL#219_15g	959	Port Input	1	11244444	1135	4						
210415_RL#219_15g	959	Response	1	11244444	1135	4						
210415_RL#219_15g	960	Picture	351	11244507	0	3	266	5	0	next	other	0
210415_RL#219_15g	961	Picture	1	11244774	0	3	20126	7	0	next	false_alarm	4770
210415_RL#219_15g	961	Port Input	1	11246077	1303	3						
210415_RL#219_15g	961	Response	1	11246077	1303	3						
210415_RL#219_15g	961	Port Input	1	11246080	1306	4						
210415_RL#219_15g	961	Response	1	11246080	1306	4						
210415_RL#219_15g	961	Port Input	1	11247058	2284	3						
210415_RL#219_15g	961	Response	1	11247058	2284	3						
210415_RL#219_15g	961	Port Input	1	11248183	3410	3						
210415_RL#219_15g	961	Response	1	11248183	3410	3						
210415_RL#219_15g	961	Port Input	1	11248187	3413	3						
